metric,algorithm,value,Constraints,percentage,version,pct,diff,dataset
Accuracy,LR,0.8002559795216383,No constraints,0.1,0,0.0,0.0,Employment
Accuracy,RF,0.7859371250299976,No constraints,0.1,0,-1.8218829516539525,-0.01431885449164072,Employment
Accuracy,SREW,0.8002159827213823,True protected attributes,0.1,0,-0.004998250612286981,-3.999680025601471e-05,Employment
Accuracy,ADDEB,0.8195744340452764,True protected attributes,0.1,0,2.3571323995900673,0.019318454523638118,Employment
Accuracy,LFR,0.5427565794736421,True protected attributes,0.1,0,-47.44288872512896,-0.2574994000479962,Employment
Accuracy,CALEQ,0.7744980401567875,True protected attributes,0.1,0,-3.325759140673412,-0.025757939364850824,Employment
Accuracy,ROC,0.7982561395088393,True protected attributes,0.1,0,-0.2505261048201257,-0.001999840012798959,Employment
Accuracy,EGR,0.783137349012079,True protected attributes,0.1,0,-2.1859039836568117,-0.017118630509559307,Employment
Accuracy,GSR,0.8000559955203583,True protected attributes,0.1,0,-0.024996250562425715,-0.00019998400127996252,Employment
Accuracy,SOFT,0.5965922726181906,Noisy protected attributes,0.1,0,-34.13783856261732,-0.2036637069034477,Employment
Accuracy,PRIV,0.7537796976241901,Noisy protected attributes,0.1,0,-6.16576461848668,-0.046476281897448235,Employment
Accuracy,MDRO,0.7296216302695784,Noisy protected attributes,0.1,0,-9.680956035522437,-0.07063434925205991,Employment
Accuracy,ARL,0.8132549396048316,No protected attributes,0.1,0,1.5983868588009598,0.012998960083193345,Employment
Accuracy,DRO,0.7990560755139589,No protected attributes,0.1,0,-0.15016518169987947,-0.001199904007679442,Employment
Equal Odds Difference,LR,-0.05988060480487806,No constraints,0.1,0,0.0,0.0,Employment
Equal Odds Difference,RF,-0.03222365165823121,No constraints,0.1,0,-85.82811606822392,0.027656953146646845,Employment
Equal Odds Difference,SREW,-0.013712432575701372,True protected attributes,0.1,0,-336.6884174219193,0.046168172229176685,Employment
Equal Odds Difference,ADDEB,-0.030377848858819945,True protected attributes,0.1,0,-97.11930585727515,0.029502755946058112,Employment
Equal Odds Difference,LFR,0.0,True protected attributes,0.1,0,inf,0.05988060480487806,Employment
Equal Odds Difference,CALEQ,0.03664240561417631,True protected attributes,0.1,0,263.4188689339526,0.09652301041905437,Employment
Equal Odds Difference,ROC,0.018416063969080188,True protected attributes,0.1,0,425.1541963875404,0.07829666877395824,Employment
Equal Odds Difference,EGR,-0.0022972054862573366,True protected attributes,0.1,0,-2506.671678398131,0.05758339931862072,Employment
Equal Odds Difference,GSR,0.030375239869934567,True protected attributes,0.1,0,297.13623682079276,0.09025584467481262,Employment
Equal Odds Difference,SOFT,0.06190858984793151,Noisy protected attributes,0.1,0,196.72422672195432,0.12178919465280957,Employment
Equal Odds Difference,PRIV,-0.0049379013491175905,Noisy protected attributes,0.1,0,-1112.6731696569595,0.05494270345576047,Employment
Equal Odds Difference,MDRO,0.028155142127628596,Noisy protected attributes,0.1,0,312.6808827085171,0.08803574693250665,Employment
Equal Odds Difference,ARL,0.04283821670903232,No protected attributes,0.1,0,239.78314086135245,0.10271882151391037,Employment
Equal Odds Difference,DRO,0.030765799054143894,No protected attributes,0.1,0,294.6336732535235,0.09064640385902195,Employment
Accuracy,LR,0.7966962642988561,No constraints,0.1,1,0.0,0.0,Employment
Accuracy,RF,0.787137029037677,No constraints,0.1,1,-1.2144308943089488,-0.009559235261179078,Employment
Accuracy,SREW,0.7961763058955283,True protected attributes,0.1,1,-0.06530694263036096,-0.0005199584033277471,Employment
Accuracy,ADDEB,0.8211343092552595,True protected attributes,0.1,1,2.9761324890404284,0.02443804495640345,Employment
Accuracy,LFR,0.45876329893608514,True protected attributes,0.1,1,-73.6617262423714,-0.33793296536277095,Employment
Accuracy,CALEQ,0.7672186225101992,True protected attributes,0.1,1,-3.842143676363241,-0.02947764178865686,Employment
Accuracy,ROC,0.7960563154947604,True protected attributes,0.1,1,-0.08038989097121085,-0.0006399488040956802,Employment
Accuracy,EGR,0.7810975121990241,True protected attributes,0.1,1,-1.9970300578626698,-0.01559875209983197,Employment
Accuracy,GSR,0.7965762738980882,True protected attributes,0.1,1,-0.0150632657160088,-0.0001199904007679331,Employment
Accuracy,SOFT,0.5999920006399488,Noisy protected attributes,0.1,1,-32.784481034597675,-0.19670426365890725,Employment
Accuracy,PRIV,0.7530597552195825,Noisy protected attributes,0.1,1,-5.794561291693223,-0.04363650907927363,Employment
Accuracy,MDRO,0.6861451083913287,Noisy protected attributes,0.1,1,-16.111920722821328,-0.1105511559075274,Employment
Accuracy,ARL,0.796936245100392,No protected attributes,0.1,1,0.030112923462988217,0.0002399808015358662,Employment
Accuracy,DRO,0.7955363570914327,No protected attributes,0.1,1,-0.14580191050779234,-0.0011599072074234273,Employment
Equal Odds Difference,LR,-0.044578769313620925,No constraints,0.1,1,0.0,0.0,Employment
Equal Odds Difference,RF,-0.023770354253113413,No constraints,0.1,1,-87.53935611953301,0.020808415060507512,Employment
Equal Odds Difference,SREW,-0.004694488224565696,True protected attributes,0.1,1,-849.5980643927394,0.03988428108905523,Employment
Equal Odds Difference,ADDEB,-0.006052067908475289,True protected attributes,0.1,1,-636.5873943878424,0.038526701405145636,Employment
Equal Odds Difference,LFR,0.0,True protected attributes,0.1,1,inf,0.044578769313620925,Employment
Equal Odds Difference,CALEQ,0.06537418685461249,True protected attributes,0.1,1,168.19017024679925,0.10995295616823342,Employment
Equal Odds Difference,ROC,0.03526107760625119,True protected attributes,0.1,1,226.42486373053404,0.07983984691987212,Employment
