metric,algorithm,value,Constraints,percentage,version,pct,diff,dataset
Equal Odds Difference,CALEQ,-0.06209457616719215,True protected attributes,0.2,2,35.08453557661383,-0.021785593666526104,Public Coverage
Equal Odds Difference,ROC,0.09712196352069463,True protected attributes,0.2,2,141.50346743358114,0.1374309460213607,Public Coverage
Equal Odds Difference,EGR,0.004097783358581769,True protected attributes,0.2,2,1083.6777343597018,0.04440676585924781,Public Coverage
Equal Odds Difference,GSR,-0.015790653361200446,True protected attributes,0.2,2,-155.27115046240016,0.024518329139465597,Public Coverage
Equal Odds Difference,SOFT,-0.008315801572431752,Noisy protected attributes,0.2,2,-384.7275653413489,0.03199318092823429,Public Coverage
Equal Odds Difference,PRIV,0.004865014465858686,Noisy protected attributes,0.2,2,928.5480502379436,0.04517399696652473,Public Coverage
Equal Odds Difference,MDRO,-0.011694364231253146,Noisy protected attributes,0.2,2,-244.6872502306747,0.028614618269412896,Public Coverage
Equal Odds Difference,ARL,0.01827663819438538,No protected attributes,0.2,2,320.5492173776742,0.058585620695051424,Public Coverage
Equal Odds Difference,DRO,-0.00014508362717195354,No protected attributes,0.2,2,-27683.27457507781,0.04016389887349409,Public Coverage
Accuracy,LR,0.6939121648442856,No constraints,0.2,3,0.0,0.0,Public Coverage
